company,job-title,level,employment type
Peter Millar,Jr. Graphic Designer,Entry level,
,,,
,,,
Canoo,Graphic Designer,Entry level,
Knightsbridge Park,Graphic Designer: Freelance to Full-Time,"Employment type
        

          Temporary",
,,,
,,,
,,,
,,,
CHAOS Industries,Graphic Designer,Entry level,
,,,
Gopuff,"Graphic Designer, Brand Marketing",Entry level,
Panasonic Connect North America,Graphic Designer,Entry level,
Panasonic Connect North America,Graphic Designer,Entry level,
,,,
,,,
Ana Luisa,Mid-Level Graphic Designer,Not Applicable,
Marquee Health,Junior Graphic Designer,"Employment type
        

          Full-time",
,,,
First Entertainment Credit Union,Jr. Graphic Designer,Not Applicable,
,,,
,,,
,,,
,,,
"Harry's, Inc.",Mando Graphic Designer (Lume),Entry level,
Universal Processing LLC,Junior Graphic Designer,Entry level,
BuildingLink,Graphic Designer,Entry level,
,,,
NoGood,Creative Designer,Mid-Senior level,
Friends of The Underline,Graphic Designer,"Employment type
        

          Full-time",
Dawson,Print/Digital Designer,Associate,
MashPoint - Technology & Staffing,Graphic Designer,Mid-Senior level,
Breeze Canna,Graphic Designer,"Employment type
        

          Full-time",
Studio Ma,Graphic Designer,"Employment type
        

          Full-time",
Bogopa Service Corp/ Food Bazaar Supermarket,Graphic Designer,Entry level,
,,,
"Fud, Inc.",Freelance Graphic Design Side Hustler,Entry level,
"Miranda Creative, Inc.",Graphic Designer,Associate,
imogene + willie,Graphic Designer,Associate,
Marquee Health,Junior Graphic Designer,"Employment type
        

          Full-time",
Arrowmac,Graphic Designer,Associate,
First Entertainment Credit Union,Jr. Graphic Designer,Not Applicable,
Comrise,Graphic Designer - Hybrid,Mid-Senior level,
"Stride, Inc.",Graphic Designer (Remote),Entry level,
Hawthorn Innovations,Graphic Designer,"Employment type
        

          Full-time",
Tennis Channel,Graphic Designer - Part-time Freelance,Entry level,
,,,
Universal Processing LLC,Junior Graphic Designer,Entry level,
,,,
,,,
,,,
,,,
,,,
MashPoint - Technology & Staffing,Graphic Designer,Mid-Senior level,
,,,
,,,
Bogopa Service Corp/ Food Bazaar Supermarket,Graphic Designer,Entry level,
,,,
,,,
,,,
,,,
,,,
Hancock Advertising Group,Graphic Designer,Entry level,
Montani Consulting ,Graphic Designer,Entry level,
Chipotle Mexican Grill,"Assistant Brand Manager, Brand Marketing and Gift Cards",Not Applicable,
UNIQLO,Marketing Manager,Entry level,
Starbucks,"marketing manager, US Retail Marketing (Remote)",Not Applicable,
Ralph Lauren,Social Marketing & Content Strategy Manager,Mid-Senior level,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Red Bull,"Manager, Brand Marketing",Mid-Senior level,
PUMA Group,"Manager, Brand Marketing (Temporary)",Associate,
NARS Cosmetics,"NARS, Manager, Brand Marketing (New York)",Mid-Senior level,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
sweetgreen,Director of Marketing,Director,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
Tarte Cosmetics,Senior Manager Brand Marketing,Mid-Senior level,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
,,,
Coty,Senior Marketing Manager,Not Applicable,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Lyft,Product Marketing Manager,Mid-Senior level,
Curology,"Associate Brand Manager, Agency (6-month-contract)",Mid-Senior level,
alice + olivia,Integrated Marketing Manager,Mid-Senior level,
Coty,Senior Brand Manager Global,Not Applicable,
Meta,Consumer Product Marketing Manager,Not Applicable,
,,,
Parade,Community Marketing Manager,Mid-Senior level,
Spritz,Director of Marketing,"Employment type
        

          Full-time",
The Keller Group,Marketing Manager,Mid-Senior level,
,,,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
,,,
The Cake,Senior Marketing Manager,Mid-Senior level,
Harmless Harvest,Senior Associate Brand Manager,Mid-Senior level,
Eclipse Foods,Brand Manager,"Employment type
        

          Full-time",
The Little Nell,Director of Brand Marketing - The Little Nell,Director,
,,,
Tail Activewear,Marketing Manager - Apparel,"Employment type
        

          Full-time",
,,,
,,,
,,,
,,,
"Signature, Inc.",Associate Brand Manager,Entry level,
Parfums Christian Dior,"Director, Fragrance Marketing",Director,
Simple Mills,"Senior Brand Manager, Innovation Marketing",Mid-Senior level,
Harvest Hosts,Lifecycle Marketing Manager,Mid-Senior level,
,,,
,,,
TechInsights,Marketing Manager,Mid-Senior level,
,,,
The Estée Lauder Companies Inc.,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
Spritz,Director of Marketing,"Employment type
        

          Full-time",
The Keller Group,Marketing Manager,Mid-Senior level,
,,,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
Industrial Color,Marketing Manager,Mid-Senior level,
,,,
Harmless Harvest,Senior Associate Brand Manager,Mid-Senior level,
Eclipse Foods,Brand Manager,"Employment type
        

          Full-time",
,,,
Tail Activewear,Marketing Manager - Apparel,"Employment type
        

          Full-time",
The Little Nell,Director of Brand Marketing - The Little Nell,Director,
,,,
Parfums Christian Dior,"Vice President, Skincare Marketing",Executive,
"Signature, Inc.",Associate Brand Manager,Entry level,
Empathy,Marketing Manager,Associate,
,,,
,,,
,,,
Money20/20,Marketing Manager - Sponsorship,Associate,
,,,
The Estée Lauder Companies Inc.,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
,,,
,,,
Shake Shack,"Senior Manager, Brand Communications",Mid-Senior level,
,,,
,,,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
,,,
The Cake,Senior Marketing Manager,Mid-Senior level,
Harmless Harvest,Senior Associate Brand Manager,Mid-Senior level,
Eclipse Foods,Brand Manager,"Employment type
        

          Full-time",
,,,
,,,
The Little Nell,Director of Brand Marketing - The Little Nell,Director,
,,,
Parfums Christian Dior,"Vice President, Skincare Marketing",Executive,
,,,
Empathy,Marketing Manager,Associate,
,,,
Parfums Christian Dior,"Director, Fragrance Marketing",Director,
,,,
Money20/20,Marketing Manager - Sponsorship,Associate,
TechInsights,Marketing Manager,Mid-Senior level,
,,,
Golden West Food Group,Brand Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
Worldly,Marketing Campaign Manager,Mid-Senior level,
,,,
Meta,Consumer Product Marketing Manager,Not Applicable,
,,,
Johnson & Johnson,"Marketing Manager - (Irvine, California)- Mentor Worldwide LLC",Not Applicable,
Lyft,Product Marketing Manager,Mid-Senior level,
NARS Cosmetics,"NARS, Manager, Brand Marketing (New York)",Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
The World Pickleball Tour,Marketing Manager,"Employment type
        

          Full-time",
Wellness Pet Company,Associate Brand Manager,Mid-Senior level,
Grateful Giving,Senior Marketing Manager for Nonprofit Tech Startup,"Employment type
        

          Full-time",
Coty,"VIP, Senior Marketing Manager",Not Applicable,
WellMore Holdings,Brand Manager (Raw Sugar Living),Mid-Senior level,
Four Seasons Hotels and Resorts,Digital Marketing Manager,Not Applicable,
Accor,Director of Marketing,Director,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Simple Mills,"Senior Brand Manager, Innovation Marketing",Mid-Senior level,
Meta,Consumer Product Marketing Manager,Not Applicable,
SH Hotels & Resorts,Senior Vice President Brand Marketing,Executive,
Nayya,Content Marketing Manager,Mid-Senior level,
Meta,Marketing Insights Manager - Business,Not Applicable,
The Cake,Senior Marketing Manager,Mid-Senior level,
,,,
,,,
The Little Nell,Director of Brand Marketing - The Little Nell,Director,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Harvest Hosts,Lifecycle Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
The Honest Company,Brand Manager (Baby + Home),Mid-Senior level,
,,,
Caden,Director of Marketing,Director,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Banza,Brand Marketing Manager,"Employment type
        

          Full-time",
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
,,,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
,,,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
Accor,Marketing Manager,Associate,
Curology,"Associate Brand Manager, Agency (6-month-contract)",Mid-Senior level,
Netflix,"Marketing Manager, External Games",Not Applicable,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
,,,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
,,,
,,,
Banza,Brand Marketing Manager,Mid-Senior level,
,,,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
,,,
,,,
NARS Cosmetics,"NARS, Manager, Brand Marketing (New York)",Mid-Senior level,
Banza,Brand Marketing Manager,"Employment type
        

          Full-time",
,,,
Accor,Director of Marketing,Director,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
sweetgreen,Director of Marketing,Director,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Accor,Marketing Manager,Associate,
Netflix,"Marketing Manager, External Games",Not Applicable,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
,,,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
,,,
,,,
,,,
Banza,Brand Marketing Manager,Mid-Senior level,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
Riboli Family Wines,Shopper Marketing Manager,Mid-Senior level,
Lyft,Product Marketing Manager,Mid-Senior level,
,,,
Banza,Brand Marketing Manager,"Employment type
        

          Full-time",
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Accor,Director of Marketing,Director,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
sweetgreen,Director of Marketing,Director,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Accor,Marketing Manager,Associate,
,,,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
Parade,Community Marketing Manager,Mid-Senior level,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
,,,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
The Keller Group,Marketing Manager,Mid-Senior level,
The Walt Disney Company,Product Marketing Manager,Mid-Senior level,
Banza,Brand Marketing Manager,Mid-Senior level,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
Riboli Family Wines,Shopper Marketing Manager,Mid-Senior level,
,,,
Raw Sugar Living,Brand Manager,Mid-Senior level,
Banza,Brand Marketing Manager,"Employment type
        

          Full-time",
,,,
,,,
,,,
,,,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Accor,Marketing Manager,Associate,
,,,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
Parade,Community Marketing Manager,Mid-Senior level,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
,,,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
,,,
,,,
The Walt Disney Company,Product Marketing Manager,Mid-Senior level,
,,,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
,,,
,,,
Raw Sugar Living,Brand Manager,Mid-Senior level,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
Banza,Brand Marketing Manager,"Employment type
        

          Full-time",
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
,,,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
sweetgreen,Director of Marketing,Director,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
Accor,Marketing Manager,Associate,
Curology,"Associate Brand Manager, Agency (6-month-contract)",Mid-Senior level,
Netflix,"Marketing Manager, External Games",Not Applicable,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
,,,
,,,
,,,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
,,,
The Keller Group,Marketing Manager,Mid-Senior level,
Banza,Brand Marketing Manager,Mid-Senior level,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
,,,
Riboli Family Wines,Shopper Marketing Manager,Mid-Senior level,
Lyft,Product Marketing Manager,Mid-Senior level,
Raw Sugar Living,Brand Manager,Mid-Senior level,
Meta,Consumer Product Marketing Manager,Not Applicable,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
Accor,Director of Marketing,Director,
Chipotle Mexican Grill,Brand Manager,Not Applicable,
sweetgreen,Director of Marketing,Director,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Accor,Marketing Manager,Associate,
Netflix,"Marketing Manager, External Games",Not Applicable,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
,,,
,,,
,,,
,,,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
,,,
The Keller Group,Marketing Manager,Mid-Senior level,
,,,
,,,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
,,,
Lyft,Product Marketing Manager,Mid-Senior level,
Raw Sugar Living,Brand Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
Botanical Hospitality Group ,Marketing Manager,"Employment type
        

          Full-time",
Parfums Christian Dior,"Vice President, Skincare Marketing",Executive,
Parfums Christian Dior,"Director, Fragrance Marketing",Director,
Simple Mills,"Senior Brand Manager, Innovation Marketing",Mid-Senior level,
,,,
,,,
The Estée Lauder Companies Inc.,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
Golden West Food Group,Brand Manager,Mid-Senior level,
Wellness Pet Company,Associate Brand Manager,Mid-Senior level,
Shake Shack,"Senior Manager, Brand Communications",Mid-Senior level,
The Honest Company,Brand Manager (Baby + Home),Mid-Senior level,
Caden,Director of Marketing,Director,
Worldly,Marketing Campaign Manager,Mid-Senior level,
WellMore Holdings,Brand Manager (Raw Sugar Living),Mid-Senior level,
,,,
,,,
,,,
NOLA Management Group Inc,Marketing Manager - Entry Level,Entry level,
On The Stage,Marketing Campaigns Manager,Mid-Senior level,
Wellness Pet Company,Senior Brand Manager,Mid-Senior level,
EzHire Cannabis,Marketing Manager - New York,Entry level,
Clinique,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
,,,
,,,
Buddha Jewelry Official,Director of Marketing,"Employment type
        

          Full-time",
,,,
,,,
,,,
Curology,"Associate Brand Manager, Agency (6-month-contract)",Mid-Senior level,
Accor,Marketing Manager,Associate,
Netflix,"Marketing Manager, External Games",Not Applicable,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
,,,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
Parade,Community Marketing Manager,Mid-Senior level,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
,,,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
,,,
Banza,Brand Marketing Manager,Mid-Senior level,
,,,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
Riboli Family Wines,Shopper Marketing Manager,Mid-Senior level,
Lyft,Product Marketing Manager,Mid-Senior level,
,,,
Meta,Consumer Product Marketing Manager,Not Applicable,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
The Walt Disney Company,Product Marketing Manager,Mid-Senior level,
The HEINEKEN Company,Brand Manager,Mid-Senior level,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
Accor,Marketing Manager,Associate,
Netflix,"Marketing Manager, External Games",Not Applicable,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
,,,
,,,
,,,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
,,,
,,,
The Keller Group,Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Amazon,"Marketing Manager, Alcohol, Amazon Fresh Grocery",Mid-Senior level,
Meta,Consumer Product Marketing Manager,Not Applicable,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Blue Nile,Senior Director of Marketing,Director,
,,,
,,,
,,,
,,,
,,,
LinkedIn,Sr. Creator Channel Marketing Manager,Not Applicable,
,,,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
,,,
"Glossier, Inc.",Brand and Product Marketing Manager - Fragrance,Entry level,
TikTok,"Product Marketing Manager, Planning and Activation Coordination",Not Applicable,
,,,
The Keller Group,Marketing Manager,Mid-Senior level,
Banza,Brand Marketing Manager,Mid-Senior level,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
Vita Coco,Brand Manager (Multicultural Marketing),Mid-Senior level,
Riboli Family Wines,Shopper Marketing Manager,Mid-Senior level,
Lyft,Product Marketing Manager,Mid-Senior level,
Raw Sugar Living,Brand Manager,Mid-Senior level,
Meta,Consumer Product Marketing Manager,Not Applicable,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
,,,
,,,
Rishi Tea & Botanicals,Vice President Marketing,"Employment type
        

          Full-time",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
The Keller Group,Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
Lyft,Product Marketing Manager,Mid-Senior level,
Raw Sugar Living,Brand Manager,Mid-Senior level,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
Amazon,"Marketing Manager, Alcohol, Amazon Fresh Grocery",Mid-Senior level,
Meta,Consumer Product Marketing Manager,Not Applicable,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
Blue Nile,Senior Director of Marketing,Director,
SH Hotels & Resorts,Senior Vice President Brand Marketing,Executive,
,,,
LinkedIn,"Sr. Marketing Manager, Executive Events",Not Applicable,
,,,
Netflix,"Marketing Manager, External Games",Not Applicable,
,,,
Coty,"Brand Manager, Global Marketing, Color",Not Applicable,
eos Products,"Manager, Product Marketing & Innovation",Mid-Senior level,
Parade,Community Marketing Manager,Mid-Senior level,
,,,
,,,
Coty,"VIP, Senior Marketing Manager",Not Applicable,
,,,
,,,
,,,
,,,
,,,
Lyft,Product Marketing Manager,Mid-Senior level,
,,,
,,,
Google,"Marketing Manager, Ads Marketing Analytics",Not Applicable,
,,,
Sol de Janeiro,Retail Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Wellness Pet Company,Associate Brand Manager,Mid-Senior level,
,,,
,,,
,,,
WellMore Holdings,Brand Manager (Raw Sugar Living),Mid-Senior level,
,,,
Kitsch,Retail Marketing Manager,Mid-Senior level,
Smithsonian Enterprises,Email Marketing Manager,"Employment type
        

          Full-time",
,,,
,,,
EzHire Cannabis,Marketing Manager - New York,Entry level,
,,,
H&H,Marketing Manager,Mid-Senior level,
,,,
Buddha Jewelry Official,Director of Marketing,"Employment type
        

          Full-time",
,,,
Kraft Heinz,Brand Manager- Brand Communications - Oscar Mayer,Mid-Senior level,
Orchard,Growth Marketing Manager - Digital,Mid-Senior level,
,,,
Andrews Cooper,Director of Marketing,Director,
The Estée Lauder Companies Inc.,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
Golden West Food Group,Brand Manager,Mid-Senior level,
,,,
Shake Shack,"Senior Manager, Brand Communications",Mid-Senior level,
The Honest Company,Brand Manager (Baby + Home),Mid-Senior level,
,,,
Worldly,Marketing Campaign Manager,Mid-Senior level,
WellMore Holdings,Brand Manager (Raw Sugar Living),Mid-Senior level,
,,,
"Carrie Rikon & Associates, LLC",Digital Marketing Manager - Work Hybrid in NYC,Mid-Senior level,
Kitsch,Retail Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
A&H Management,Brand Marketing Manager,Entry level,
Orchard,Growth Marketing Manager - Digital,Mid-Senior level,
Avery Dennison,Brand Manager,Entry level,
,,,
EY,"Brand & Marketing, Assistant Director",Entry level,
Tail Activewear,Marketing Manager - Apparel,"Employment type
        

          Full-time",
,,,
,,,
,,,
Parfums Christian Dior,"Vice President, Skincare Marketing",Executive,
,,,
EY,"Brand & Marketing, Assistant Director",Entry level,
,,,
The Clorox Company,Marketing Director,Not Applicable,
,,,
,,,
,,,
,,,
WSP in the U.S.,Marketing Manager,Mid-Senior level,
Kenvue,"Senior Marketing Manager, Future of Self Care",Mid-Senior level,
,,,
,,,
,,,
,,,
Parfums Christian Dior,"Director, Fragrance Marketing",Director,
,,,
,,,
Simple Mills,"Senior Brand Manager, Innovation Marketing",Mid-Senior level,
,,,
,,,
Caden,Director of Marketing,Director,
Worldly,Marketing Campaign Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
EzHire Cannabis,Marketing Manager - New York,Entry level,
Clinique,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
,,,
,,,
Buddha Jewelry Official,Director of Marketing,"Employment type
        

          Full-time",
,,,
,,,
A&H Management,Brand Marketing Manager,Entry level,
,,,
Avery Dennison,Brand Manager,Entry level,
,,,
,,,
Lazarus Naturals,"Senior Manager, Brand Marketing",Mid-Senior level,
,,,
Botanical Hospitality Group ,Marketing Manager,"Employment type
        

          Full-time",
Clinique,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
,,,
Wellness Pet Company,Senior Brand Manager,Mid-Senior level,
,,,
,,,
Vertice,"Field Marketing Manager, North America",Mid-Senior level,
,,,
Willow Tree Recruiting,Marketing Director,Director,
H&H,Marketing Manager,Mid-Senior level,
WSP in the U.S.,Marketing Manager,Mid-Senior level,
Avispa,Marketing Manager - Consumer Insights,Mid-Senior level,
,,,
,,,
,,,
,,,
Openprise,"Director, Product Marketing",Director,
,,,
,,,
,,,
Empathy,Marketing Manager,Associate,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Smithsonian Enterprises,Email Marketing Manager,"Employment type
        

          Full-time",
,,,
Wellness Pet Company,Senior Brand Manager,Mid-Senior level,
,,,
Clinique,"Assistant Manager, Product Marketing - Clinique",Not Applicable,
,,,
Lindt & Sprüngli (USA) Inc.,Brand Manager - Excellence,Mid-Senior level,
,,,
Bosch USA,Shopper Marketing Manager (Hybrid),Associate,
,,,
,,,
Avery Dennison,Brand Manager,Entry level,
Andrews Cooper,Director of Marketing,Director,
Steel City,Brand Marketing Director,Mid-Senior level,
Worldly,Marketing Campaign Manager,Mid-Senior level,
,,,
,,,
Fairmont Miramar Hotel & Bungalows,Director of Marketing,Director,
,,,
,,,
Banza,Brand Marketing Manager,Mid-Senior level,
Parade,"Senior Manager, Brand Marketing",Mid-Senior level,
,,,
,,,
Lyft,Product Marketing Manager,Mid-Senior level,
Raw Sugar Living,Brand Manager,Mid-Senior level,
,,,
,,,
,,,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
,,,
SH Hotels & Resorts,Senior Vice President Brand Marketing,Executive,
,,,
,,,
,,,
,,,
Industrial Color,Marketing Manager,Mid-Senior level,
,,,
The Cumulus Coffee Company,Brand Marketing Manager,"Employment type
        

          Full-time",
,,,
,,,
,,,
,,,
,,,
Industrial Color,Marketing Manager,Mid-Senior level,
,,,
,,,
WSP in the U.S.,Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
Campbell's,Senior Brand Manager,Mid-Senior level,
WSP in the U.S.,Marketing Manager,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
Amazon,"Product Marketing Manager, Amazon Payments",Mid-Senior level,
,,,
,,,
Simple Mills,"Senior Brand Manager, Innovation Marketing",Mid-Senior level,
,,,
Amazon,"Sr. Marketing Manager, Amazon Ads",Mid-Senior level,
EY,"Brand & Marketing, Assistant Director",Entry level,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Amazon,"Marketing Manager, Alcohol, Amazon Fresh Grocery",Mid-Senior level,
,,,
,,,
Blue Nile,Senior Director of Marketing,Director,
,,,
Rishi Tea & Botanicals,Vice President Marketing,"Employment type
        

          Full-time",
KFC,Assoc. Marketing Manager,Associate,
Starbucks,"Associate Brand Manager, Starbucks Reserve Merchandise - Product",Not Applicable,
,,,
,,,
The Cumulus Coffee Company,Brand Marketing Manager,"Employment type
        

          Full-time",
ForceBrands,Associate Brand Manager,Associate,
,,,
,,,
,,,
Google,"Brand Media Marketing Manager, Google Cloud",Not Applicable,
LifeStyles Healthcare,Brand Manager,Mid-Senior level,
Coty,Senior Marketing Manager,Not Applicable,
PepsiCo,Customer Account Manager,Associate,
PRIME,National Account Manager - Circle K,Mid-Senior level,
BODYARMOR Sports Nutrition,District Sales Manager,Mid-Senior level,
Tasty Brands,"Director, Retail Sales - Private Brands",Director,
PRIME,Director of Sales (C-Store),Director,
Hays,"Sr Sales Director, US (JV Footwear Retail - high growth)",Director,
PRIME,Director of Sales & Distribution - Mexico,Director,
"Del Monte Foods, Inc.",Regional Sales Manager - Foodservice,Associate,
LHH,National Account Manager,Mid-Senior level,
PRIME,Area Sales Manager,Mid-Senior level,
DOLCE&GABBANA,Sales Manager,Not Applicable,
Toyota Material Handling,District Sales Manager,Not Applicable,
The Barton Partnership,"Senior Director, International Sales & Distribution Strategy",Director,
Goodwin Recruiting,National Sales Manager,Executive,
ForceBrands,Director of National Sales - Conventional Grocery,Director,
Barstool Sports,"Account Manager, Chicago",Entry level,
Congo Brands,Director of Sales (C-Store),Director,
Swatch Group,Regional Sales Manager,Associate,
Davalyn Corporation,Sales Director,Director,
Ventura Foods,"Regional Sales Manager II - Midwest (IL, IN, MN, MO, WI)",Mid-Senior level,
CV Resources,National Account Manager,Mid-Senior level,
Boostlingo,Director of Sales And Business Development,Associate,
,,,
Honeywell,"Sales Manager, East Region",Mid-Senior level,
Stoli® Group,"National Account Manager, On Premise, West",Not Applicable,
PRIME,National Account Manager - Circle K,Mid-Senior level,
,,,
,,,
,,,
,,,
,,,
PRIME,Director of Sales & Distribution - Mexico,Director,
,,,
,,,
,,,
,,,
,,,
,,,
The Barton Partnership,"Senior Director, International Sales & Distribution Strategy",Director,
,,,
,,,
Barstool Sports,"Account Manager, Chicago",Entry level,
,,,
,,,
Davalyn Corporation,Sales Director,Director,
Ventura Foods,"Regional Sales Manager II - Midwest (IL, IN, MN, MO, WI)",Mid-Senior level,
CV Resources,National Account Manager,Mid-Senior level,
Boostlingo,Director of Sales And Business Development,Associate,
The Keller Group,Regional Sales Manager,Mid-Senior level,
Honeywell,"Sales Manager, East Region",Mid-Senior level,
,,,
The Coca-Cola Company,"Director, Sales - Specialty Retail",Director,
BODYARMOR Sports Nutrition,District Sales Manager,Mid-Senior level,
,,,
Ferrero,"National Account Manager, HEB",Mid-Senior level,
Danone,"Key Account Manager, Kroger/Albertsons",Not Applicable,
